id,seller,price,area_total,area_kitchen,area_living,floor,rooms,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size,bathroom_amount,relative_floor,subway_distance,cluster
4845,1,8500000.0,51.0,8.0,31.0,3,2,2.8,1,0,0,1,1,0,0,1,778,0,55.567331,37.588242,6,1990,3,17,True,True,True,1,True,0,0.16765649610037411,3.090087226725156,25.5,1,0.17647058823529413,0.011511643019133329,8
3404,4,101495352.0,140.7,10.7,30.9,3,4,2.8,0,0,2,2,0,0,4,0,9216,1,55.732514,37.619549,0,2019,2,7,True,True,True,0,True,1,0.04000179615608482,1.627102670515031,35.175,0,0.42857142857142855,0.005604319494818858,2
15880,2,4650000.0,46.0,6.0,29.0,8,2,2.64,0,1,1,0,0,1,0,1,4981,0,56.00650699999999,37.79251,3,1978,3,9,False,True,False,1,True,0,0.34520976273816,0.6645751333247557,23.0,1,0.8888888888888888,0.1773421110424675,0
4430,4,19000000.0,78.0,8.5,46.1,8,3,2.75,0,1,1,0,0,2,1,1,4749,0,55.661836,37.516,6,2015,2,21,False,True,True,0,True,0,0.09677278170115662,-2.424336832173285,26.0,1,0.38095238095238093,0.01824800526085028,2
22749,1,11000000.0,118.7,31.0,65.0,1,4,2.8,0,1,1,1,0,0,2,2,4782,0,55.852192,37.384379,8,2010,2,3,True,False,False,1,False,1,0.22782545613563876,-1.0292933132645972,29.675,1,0.3333333333333333,0.016932787868514217,9
2392,4,21117200.0,131.0,10.7,30.9,11,4,2.8,0,0,2,2,0,0,4,1,3139,1,55.770775,37.376626,7,2017,2,24,False,True,True,0,True,1,0.20615396008336107,-1.395221174407001,32.75,0,0.4583333333333333,0.03447779431749784,9
3506,4,185717100.0,227.0,10.7,150.0,7,5,7.0,4,0,2,2,0,0,0,1,7649,0,55.741784,37.596633,0,2009,0,9,True,True,True,0,True,4,0.018412664520167835,1.1797066352272665,45.4,4,0.7777777777777778,0.006609443622579583,2
15635,4,213315900.0,250.0,10.7,30.9,3,4,2.8,0,0,1,0,1,0,2,1,423,0,55.770558,37.630355,0,2013,2,6,True,True,False,3,False,4,0.06209767607757437,0.9564852076927464,62.5,0,0.5,0.003147314569595538,1
1694,4,5790000.0,37.6,10.7,17.0,2,1,2.74,1,0,1,0,1,0,1,2,211,0,55.913828,37.552283,2,2006,3,14,False,True,False,3,True,0,0.18113612703839607,-0.15144600077815518,37.6,1,0.14285714285714285,0.038154890551540165,1
16874,0,11350000.0,58.0,10.0,34.0,10,2,2.65,0,1,1,0,0,1,0,2,3986,0,55.609487,37.698798,5,1989,7,17,False,True,True,1,False,4,0.1729169031544032,2.3811039416315003,29.0,1,0.5882352941176471,0.005383379329006887,4
2205,4,8600000.0,106.1,31.9,49.8,4,2,3.3,1,0,2,2,0,1,1,1,8216,0,55.443475,37.2409,10,1978,4,4,True,True,False,3,False,2,0.4467379874137102,-2.2810657230392906,53.05,1,1.0,0.21227369272945262,3
8683,1,8390000.0,44.9,6.0,29.0,5,2,2.7,1,0,1,1,0,0,2,1,7451,0,55.760707,37.802257,3,1959,7,5,True,False,False,3,False,4,0.2241526246080317,1.4548034926252924,22.45,1,1.0,0.016936578698192026,0
19847,3,4929126.0,38.8,10.7,14.7,2,1,2.8,1,0,2,2,0,0,4,1,2850,1,55.755814,37.617635,0,2022,2,25,False,True,True,1,False,4,0.04346157617234715,1.0652230713421829,38.8,1,0.08,0.002151330053710839,1
4599,3,20603189.0,66.35,10.7,30.9,17,1,3.0,0,0,2,2,0,1,4,1,2570,0,55.681047,37.551088,6,2019,2,20,True,True,True,0,True,1,0.060820883266010824,-2.653479073015476,66.35,0,0.85,0.0113413735058841,2
13218,3,10412510.0,73.9,13.0,27.5,15,2,2.65,0,2,0,1,0,0,4,1,5090,1,55.883,37.638907,2,2022,2,33,False,True,True,1,False,4,0.15965471999368186,0.38052072951266425,36.95,2,0.45454545454545453,0.022783468765745565,1
9801,4,5247865.0,36.9,15.4,13.9,10,1,2.8,1,0,2,2,0,0,4,1,5782,1,55.707426,37.934031,4,2020,2,23,False,True,True,1,False,4,0.355473277861844,1.6477815478996907,36.9,1,0.43478260869565216,0.008536418277001107,5
18218,4,6700000.0,34.7,10.0,19.3,7,1,2.48,1,0,0,1,0,1,0,2,3209,0,55.712137,37.795142,4,1988,4,16,False,True,True,1,True,0,0.21671598714572884,1.6754009046118248,34.7,1,0.4375,0.005200166631944528,0
5165,3,10545750.0,54.5,18.6,21.7,1,2,2.7,0,2,0,1,0,0,4,1,8684,1,55.601203000000005,37.727553,5,2019,2,16,True,True,True,1,False,4,0.19931333673766014,2.3051553605909,27.25,2,0.0625,0.01312473306394535,4
18551,4,31300000.0,57.0,15.0,32.0,7,2,2.8,0,0,1,0,0,0,0,2,2905,0,55.754735,37.546354,0,2019,5,21,True,True,True,0,False,4,0.038791695311854384,-1.0300258808207716,28.5,0,0.3333333333333333,0.0071702957400663426,2
12372,3,86404640.0,209.72,10.7,30.9,34,4,2.8,1,0,0,1,0,0,4,1,1047,1,55.751143000000006,37.533733000000005,0,2020,2,63,True,True,True,0,True,0,0.04871331935300289,-1.2279081257035984,52.43,1,0.5396825396825397,0.0028479006302944655,2
22288,3,10977053.0,57.08,9.8,30.6,9,2,3.0,1,1,2,2,0,1,4,1,1744,1,55.811735,37.740722,3,2021,7,22,True,True,True,0,True,0,0.17855318355344205,1.1251123766548923,28.54,2,0.4090909090909091,0.006668876142200186,0
22440,4,55000000.0,114.8,16.0,72.0,8,3,2.8,2,0,0,1,0,0,3,1,2000,0,55.710839,37.605068,5,2017,2,18,True,True,True,0,True,0,0.03493623739505296,2.3251974055838995,38.266666666666666,2,0.4444444444444444,0.009526035114357321,2
13002,3,9073260.0,79.8,22.5,40.8,7,3,2.65,0,2,1,1,1,0,4,1,4162,1,55.59516,37.741109,12,2021,3,9,False,True,True,1,False,1,0.21347443854968998,2.283612229241371,26.599999999999998,2,0.7777777777777778,0.01774209911481798,4
3142,4,229051090.0,204.0,20.0,170.0,3,4,2.8,3,0,1,1,0,1,0,2,3473,0,55.738769,37.603577,0,2004,7,6,False,True,True,0,True,0,0.02429854149625619,1.4052646479976196,51.0,3,0.5,0.0065321581426074846,2
6852,4,15500000.0,50.0,11.6,21.8,6,1,2.7,1,0,1,0,1,0,3,2,4071,0,55.781514,37.534029,1,2006,4,17,False,True,True,3,True,0,0.06529269223574684,-0.7727568832534817,50.0,1,0.35294117647058826,0.014138035118076603,1
10819,1,9500000.0,53.0,10.0,31.0,11,2,2.8,0,1,1,0,1,0,1,2,6188,0,55.857412,37.343622,8,1993,3,14,False,True,True,1,True,0,0.26595650876058624,-1.0915013302000711,26.5,1,0.7857142857142857,0.010835212411387556,9
12106,4,6950000.0,55.0,9.0,35.0,9,2,2.8,0,1,2,2,0,1,4,1,1167,0,55.703951,37.946886,4,2019,7,17,True,True,True,1,False,0,0.3685657792780269,1.6544996384491384,27.5,1,0.5294117647058824,0.020489006735318546,5
21404,2,11200000.0,59.0,9.5,32.3,3,2,2.8,0,1,0,1,0,1,1,1,7149,0,55.810577,37.793427,3,2010,2,22,False,True,True,3,True,0,0.22685874038717108,1.2300604014940015,29.5,1,0.13636363636363635,0.005305210457654325,0
4433,3,19500000.0,78.0,23.4,29.4,8,1,2.8,1,0,2,2,0,0,4,1,3463,0,55.66559399999999,37.547594,6,2012,2,40,True,True,True,0,True,1,0.07622147077095201,-2.7080955740917076,78.0,1,0.2,0.008218082014688747,2
10162,1,6100000.0,34.1,9.0,19.0,4,1,2.64,1,0,1,0,0,0,1,1,2978,0,55.714729000000005,37.734425,4,1974,3,9,False,True,False,1,True,0,0.1561055635246067,1.6995014678568954,34.1,1,0.4444444444444444,0.006567622553109623,0
7086,4,22300000.0,73.0,13.0,43.0,15,2,3.15,2,0,0,1,1,0,3,2,5591,0,55.799937,37.505903,1,2007,2,23,False,True,True,0,True,0,0.09838789607316269,-0.8467826247405128,36.5,2,0.6521739130434783,0.007152144992937835,9
19002,3,13667631.0,70.85,15.4,34.1,22,2,2.85,0,0,2,2,0,0,4,1,6555,1,55.883202,37.683015000000005,2,2020,0,24,True,True,True,0,False,0,0.18090319055813453,0.6084554186679584,35.425,0,0.9166666666666666,0.0220799734827818,1
1716,4,4700000.0,38.0,7.55881633601991,20.47872990168835,10,2,2.8,0,0,2,2,0,0,4,0,3594,2,55.848913,37.586356,2,2013,7,16,False,False,False,3,False,4,0.11434696629011748,0.05902491818239763,19.0,0,0.625,0.0038938034105493046,1
8964,4,7430000.0,37.9,7.6,23.0,1,2,3.0,1,0,1,1,0,0,2,1,6307,0,55.652639,37.565767,6,1963,3,9,False,True,False,3,True,0,0.08328476554481663,-2.974597507392666,18.95,1,0.1111111111111111,0.020918829078130044,2
16787,3,6353040.0,41.2,21.2,10.6,19,1,2.68,1,0,0,1,0,0,4,1,996,1,55.660653,37.732979,4,2022,3,25,False,True,True,1,False,4,0.17033637225782586,2.0209379012382254,41.2,1,0.76,0.01469425227767868,4
6066,1,6150000.0,39.0,8.0,19.0,4,1,2.74,1,0,1,0,1,0,2,2,2592,0,55.704184,37.934121000000005,4,2016,3,17,True,True,True,1,True,0,0.35582697024760146,1.656846402843148,39.0,1,0.23529411764705882,0.007743054758947013,5
10160,1,6100000.0,37.0,8.0,19.0,2,1,2.7,1,0,1,0,0,0,4,2,1166,0,55.652212,37.766208,4,1998,3,19,False,True,True,1,True,0,0.20404317058552163,1.9873232347580454,37.0,1,0.10526315789473684,0.0174014771786743,4
2518,4,35000000.0,121.0,10.7,30.9,8,3,3.0,0,0,1,1,2,0,0,2,2258,0,55.677656000000006,37.497036,7,2010,2,19,False,True,True,0,False,4,0.10039930755666882,-2.175867125352926,40.333333333333336,0,0.42105263157894735,0.008981226642279051,2
9460,4,31265000.0,246.2,13.6,137.1,19,6,2.8,2,2,1,1,0,4,0,2,1965,0,55.678707,37.634631,5,2012,2,33,False,True,True,0,True,0,0.07854783566869498,2.365536821392749,41.03333333333333,4,0.5757575757575758,0.012962531002854777,4
2105,4,6800000.0,36.0,9.0,18.0,7,1,2.7,0,1,1,0,0,1,2,1,3249,0,55.858872,37.697145,2,1974,0,14,False,True,False,3,True,0,0.1709293484431573,0.7582057307121448,36.0,1,0.5,0.029077988393284782,0
7690,4,6881700.0,33.9,10.7,19.9,2,1,2.8,0,1,1,0,0,1,4,1,936,1,55.715824,37.388879,7,2020,2,10,False,True,True,0,False,4,0.1916697947370995,-1.6697797392294866,33.9,1,0.2,0.037461751387249255,9
3446,4,117045000.0,137.7,10.7,30.9,6,2,3.0,0,2,2,2,0,0,4,1,9279,0,55.743791,37.644549,0,2018,7,7,False,True,True,0,True,0,0.06556265514475065,1.432690403177063,68.85,2,0.8571428571428571,0.007422996834164781,1
9053,2,10551364.0,46.0,15.0,22.0,7,1,2.8,1,0,0,1,0,1,0,2,4099,0,55.65462,37.591467,6,2010,2,30,True,True,True,0,True,0,0.08101741620693487,2.994721324425546,46.0,1,0.23333333333333334,0.007279758855893321,2
4004,1,7850000.0,51.0,8.5,30.8,1,2,2.8,0,0,2,2,0,0,4,0,4450,0,55.741384,37.868454,3,1987,2,17,False,True,False,3,True,0,0.2889192271921034,1.5478853761325864,25.5,0,0.058823529411764705,0.005955532889679295,5
18988,3,10150873.0,44.61,12.9,16.1,21,1,2.85,0,0,2,2,0,0,4,1,6555,1,55.883202,37.683015000000005,2,2020,0,24,True,True,True,0,False,0,0.18090319055813453,0.6084554186679584,44.61,0,0.875,0.0220799734827818,1
2935,3,11259930.0,68.7,20.3,30.3,4,2,2.65,2,0,0,1,0,0,4,1,1755,1,55.66199399999999,37.424156,7,2020,3,14,False,True,True,1,False,4,0.17164432554668888,-2.008614978127834,34.35,2,0.2857142857142857,0.007389585374024131,3
1573,3,18850000.0,65.0,14.2,29.4,21,2,4.0,1,1,1,0,0,1,4,1,3599,1,55.776340000000005,37.525109,1,2020,7,24,False,True,True,0,False,4,0.06854845803405178,-0.9191416365540591,32.5,2,0.875,0.004432931422887065,2
12053,4,5350000.0,38.0,7.55881633601991,20.47872990168835,2,1,2.74,0,0,1,0,1,0,1,1,211,0,55.913828,37.552283,2,2006,3,14,False,True,False,3,True,0,0.18113612703839607,-0.15144600077815518,38.0,0,0.14285714285714285,0.038154890551540165,1
8562,4,15851167.0,48.4,10.7,30.9,38,1,3.0,0,0,2,2,0,0,4,1,4693,1,55.69624,37.488035,7,2020,2,51,True,True,False,0,False,4,0.09934927521902859,-1.9690128112968008,48.4,0,0.7450980392156863,0.008155355602307837,2
571,4,14200000.0,74.0,14.71980023330193,39.87963191381416,8,2,3.1,2,0,2,2,0,0,0,2,9595,0,55.821077,37.430462,8,2011,2,32,True,True,True,1,False,0,0.17232248015585905,-1.0461881481460789,37.0,2,0.25,0.005543083347746107,9
16507,3,12092371.0,76.9,20.3,33.7,17,3,2.8,0,1,2,2,1,0,4,1,7434,0,55.858963,37.37297,8,2019,2,24,True,True,True,0,True,0,0.24109217944543376,-1.0296175551175857,25.633333333333336,1,0.7083333333333334,0.017085083230703665,9
2959,4,31000000.0,64.0,10.7,30.9,2,1,2.8,1,0,2,2,0,0,0,2,8796,1,55.746547,37.628038,0,2018,2,6,True,True,True,0,True,4,0.049839992973413114,1.3321441769067814,64.0,1,0.3333333333333333,0.005254488842883406,1
8294,3,55756320.0,89.9,24.1,31.6,11,2,2.8,2,0,2,2,0,0,4,1,3880,0,55.761538,37.554214,0,2016,2,18,True,True,True,0,False,4,0.03690219355539184,-0.7590241383833853,44.95,2,0.6111111111111112,0.007886497321371987,2
20306,4,8500000.0,35.0,6.5,21.0,6,2,2.8,1,0,0,1,0,1,1,1,9404,0,55.796876,37.503477,1,1963,0,8,False,True,False,3,True,0,0.09825518094232659,-0.8864869675745107,17.5,1,0.75,0.005178851706697727,9
7878,2,8500000.0,34.0,9.3,18.0,7,1,2.8,0,1,1,0,0,2,1,1,9679,0,55.734131000000005,37.473977000000005,7,1965,0,9,False,True,False,1,True,0,0.10563550159488887,-1.576799694282004,34.0,1,0.7777777777777778,0.005651025570647836,9
7762,4,32500000.0,90.5,10.7,30.9,2,2,2.8,0,0,1,1,0,0,0,1,1848,0,55.759618,37.4493,7,2004,2,4,True,True,False,0,False,3,0.13265939608353475,-1.382339574672377,45.25,0,0.5,0.0215290483765503,9
6178,1,4450000.0,24.1,5.3,14.8,5,1,2.8,1,0,1,0,0,0,4,2,6208,1,55.52118000000001,37.347575,11,2020,3,15,True,True,True,0,False,4,0.3153714340713903,-2.3148142350927436,24.1,1,0.3333333333333333,0.10019106260040744,3
10061,1,16700000.0,84.3,11.0,49.5,8,3,2.8,0,2,1,0,0,2,2,2,438,0,55.712553,37.754386,4,2006,3,23,False,True,True,3,False,0,0.17618121751672244,1.6972084050347367,28.099999999999998,2,0.34782608695652173,0.013194620305264415,0
9790,1,7400000.0,39.0,8.5,19.0,14,1,2.8,1,0,1,0,0,0,2,1,137,0,55.643597,37.769936,5,1985,3,17,True,True,True,1,True,0,0.21103410371878248,2.0175130591994375,39.0,1,0.8235294117647058,0.011680158603379304,4
14561,4,80000000.0,190.0,50.0,70.0,11,4,2.8,3,0,1,0,1,0,2,1,6652,0,55.767398,37.56741,0,2000,2,14,True,True,True,3,False,0,0.03483900855567526,-0.35778391861823217,47.5,3,0.7857142857142857,0.00656372638064634,1
17465,2,7750000.0,46.0,7.0,29.0,8,2,2.7,0,1,0,1,1,0,1,1,7723,0,55.800964,37.771373,3,1970,4,12,False,True,False,1,False,0,0.20286720921747556,1.2383926259921698,23.0,1,0.6666666666666666,0.01654785862279783,0
22472,0,12300000.0,60.0,6.0,30.9,6,3,2.64,0,1,1,0,1,0,1,1,6709,0,55.609767000000005,37.706056,5,1974,3,9,False,True,False,3,True,0,0.17780039627401006,2.350438840590403,20.0,1,0.6666666666666666,0.011672267346147994,4
6603,3,12412000.0,58.0,11.0,26.2,6,2,3.0,0,1,2,2,0,0,4,1,6493,1,55.77278,37.497827,8,2020,2,21,False,True,True,0,False,0,0.09018694246866828,-1.1356848226097647,29.0,1,0.2857142857142857,0.010362891922622908,9
1617,1,22990000.0,141.0,20.0,84.0,4,4,2.8,2,0,1,1,0,2,0,2,9449,0,55.83993100000001,37.546372,1,2006,0,18,False,True,True,3,False,0,0.11029350509203512,-0.3061238460827863,35.25,2,0.2222222222222222,0.008782001195621943,1
16790,3,3987720.0,19.8,5.1,9.4,22,1,2.68,1,0,0,1,0,0,4,1,996,1,55.660653,37.732979,4,2022,3,25,False,True,True,1,False,4,0.17033637225782586,2.0209379012382254,19.8,1,0.88,0.01469425227767868,4
22786,3,92284827.0,106.7,31.1,35.5,5,3,3.2,2,0,1,0,0,0,4,1,7529,1,55.747287,37.622774,0,2018,2,8,True,True,True,1,True,0,0.044943026417046165,1.288443840672034,35.56666666666667,2,0.625,0.007645354471836271,1
13491,3,4318380.0,19.8,5.1,9.7,12,1,2.65,1,0,1,0,0,0,4,1,400,1,55.617017,37.413718,11,2021,3,16,False,True,True,1,False,4,0.20343299738139456,-2.1880596111034487,19.8,1,0.75,0.011748021663241164,3
16363,4,11700000.0,87.2,5.7,62.3,6,3,2.8,2,0,1,1,0,0,1,1,7184,0,55.542126,37.490209,11,2017,2,18,True,True,True,1,False,0,0.21237347667090425,-2.7070847905196387,29.066666666666666,2,0.3333333333333333,0.02592148060971791,8
3634,3,17650100.0,86.7,10.7,48.5,2,3,2.95,0,0,2,2,0,0,4,1,927,1,55.723709,37.824796,3,2019,7,13,False,True,True,0,False,4,0.24543455364664157,1.615858880073077,28.900000000000002,0,0.15384615384615385,0.0105162872250587,5
12954,4,18350000.0,70.0,15.0,30.9,24,2,2.8,0,1,2,2,1,0,2,1,8557,0,55.689055,37.471327,7,2007,3,25,False,True,True,3,False,0,0.1175361934860821,-1.970236760409398,35.0,1,0.96,0.011985397531994369,2
4207,1,5150000.0,33.0,6.0,19.0,6,1,2.8,1,0,1,0,0,0,4,1,8485,0,55.64442,37.480579,6,1974,3,9,False,True,False,3,False,0,0.13405038691962848,-2.3103580909169463,33.0,1,0.6666666666666666,0.008213442700843381,2
14529,4,39019400.0,87.0,10.7,30.9,35,1,2.8,0,0,2,2,0,0,4,2,1047,1,55.751143000000006,37.533733000000005,0,2020,2,63,True,True,True,0,True,0,0.04871331935300289,-1.2279081257035984,87.0,0,0.5555555555555556,0.0028479006302944655,2
22207,2,11900000.0,63.0,8.0,39.0,2,2,3.1,0,1,1,0,0,0,0,1,2455,0,55.836853000000005,37.520635,1,1954,0,5,True,False,False,3,False,0,0.11789846153617245,-0.5238570364578657,31.5,1,0.4,0.002866641589033201,1
11385,3,23032720.0,101.6,14.4,63.2,21,4,2.8,2,0,1,1,0,0,4,1,9503,1,55.743507,37.407744,7,2021,2,26,False,True,True,1,False,0,0.1720887770823481,-1.5199760508915066,25.4,2,0.8076923076923077,0.009451930226150854,9
10753,1,20000000.0,102.0,20.0,51.0,3,3,3.0,1,0,1,1,1,0,2,2,1992,0,55.895525,37.390128,8,2007,2,12,False,True,True,0,False,0,0.24849020006387418,-0.8672232897030759,34.0,1,0.25,0.05305742746308064,9
9098,3,17955900.0,84.3,14.2,37.6,14,2,2.8,1,1,2,2,0,2,4,1,7638,1,55.659231000000005,37.560835,6,2012,2,23,True,True,True,2,True,3,0.07783272545914305,-2.8979594440846688,42.15,2,0.6086956521739131,0.012717239716222174,2
21745,4,13100000.0,67.0,11.0,35.0,6,2,2.64,0,1,2,2,1,0,0,1,5613,0,55.718816,37.426186,7,2019,2,27,True,True,True,3,True,0,0.1542513634995937,-1.6743786931693678,33.5,1,0.2222222222222222,0.02301893246873246,9
10396,1,5200000.0,40.0,10.0,18.0,5,1,2.8,0,0,2,2,0,1,4,1,4301,1,55.603746,37.655751,5,2020,7,18,True,True,True,0,False,4,0.15153673610943583,2.615156675027284,40.0,0,0.2777777777777778,0.02231499309881217,4
12832,1,9300000.0,76.0,10.0,40.0,6,3,2.8,0,1,1,0,0,1,0,2,2626,0,55.576793,37.673403,5,2011,4,24,False,True,True,0,True,0,0.18371777148521937,2.605798128763593,25.333333333333332,1,0.25,0.04227990844360511,4
22228,4,13980000.0,45.0,11.0,20.0,6,1,2.9,1,0,1,0,1,0,2,1,2251,0,55.847851,37.638746000000005,2,2017,2,11,False,True,True,3,True,0,0.1276142698166107,0.48181890120560544,45.0,1,0.5454545454545454,0.0029845128580690172,1
