,price
18314,122000000.0
18974,16700000.0
21918,9000000.0
7600,8900000.0
115,4600000.0
6634,15773100.0
15352,8750000.0
3411,89990000.0
6669,22100000.0
4713,23400000.0
20372,17900000.0
17703,11606812.0
14716,87116270.0
9601,13700000.0
22318,4850000.0
6431,10990000.0
23153,4961240.0
3349,67205400.0
5035,9000000.0
7372,16780110.0
2710,49900000.0
21825,7200000.0
3689,6950000.0
22648,11388300.0
3229,29999999.0
1380,8271309.0
10934,14300000.0
20307,2900000.0
2599,16500000.0
14564,26859458.0
20363,6500000.0
20089,5400000.0
11400,16500000.0
19696,8140700.0
18316,13950000.0
1668,28962559.0
20781,13500000.0
16137,2970000.0
2580,13390000.0
22970,9000000.0
5005,8500000.0
23173,6374610.0
21313,6950000.0
18109,4412520.0
15092,34900000.0
14787,23000000.0
8540,6200000.0
7811,60000000.0
14045,32500000.0
6718,37000000.0
15051,9500000.0
20688,13900000.0
12778,37500000.0
3930,6900000.0
12194,9221540.0
8122,69672000.0
970,7140000.0
13356,14500000.0
19636,15850000.0
18964,13940000.0
19127,11200000.0
11248,12800000.0
17649,7400000.0
15011,14500000.0
1846,7592024.0
20761,9300000.0
17425,18113568.0
6106,64999999.0
19135,14970000.0
14906,7050000.0
5466,7000000.0
10848,9945900.0
16022,34000000.0
21038,5900000.0
13437,6299999.0
19384,4650000.0
18175,8299310.0
22641,8300000.0
7464,6000000.0
17473,13940000.0
10996,10540000.0
21086,7000000.0
3828,4980000.0
14241,6466780.0
8072,17500000.0
13100,8500000.0
9891,10350000.0
21925,10250000.0
14094,2862000.0
12900,5900000.0
498,26000000.0
11999,22500000.0
21329,5590000.0
14645,52500000.0
18731,6168000.0
19210,15300000.0
10023,9822000.0
9469,13341587.0
3848,5600000.0
9289,7680000.0
2559,9400000.0
9448,7590795.0
12928,9500000.0
19825,8932950.0
6476,6800000.0
21680,7109850.0
20961,7757620.0
13549,14880000.0
10860,6875640.0
17574,13800000.0
23064,44000000.0
14047,52000000.0
7069,17637892.0
4916,9500000.0
7640,33500000.0
4594,17900000.0
15748,120000000.0
19648,9470000.0
16604,7695000.0
16881,8200000.0
13167,6650000.0
11032,10990000.0
8992,8400000.0
16539,8700000.0
10434,6230000.0
1391,8970601.0
8808,4281280.0
5312,7700000.0
18305,108862977.0
3461,123501871.0
4385,8100000.0
6852,11488448.0
11893,11900000.0
5344,10000000.0
4304,44073090.0
22886,49500000.0
9696,23000000.0
14889,7373520.0
6699,33300000.0
2169,6200000.0
11734,17721000.0
16199,10210200.0
4291,10950000.0
2662,34000000.0
6763,9290000.0
3154,371434200.0
5955,24240000.0
23116,8700000.0
14352,18996656.0
15240,7500000.0
8474,31970000.0
4516,7700000.0
21812,5500000.0
6889,25000000.0
21326,4500000.0
14421,7900000.0
18373,7400000.0
5060,12238890.0
15121,24368313.0
14215,13356450.0
5637,9449820.0
20871,6200000.0
21260,13000000.0
21681,7296579.0
18,6150000.0
11920,11018800.0
22440,13523000.0
5015,6200000.0
6795,2731000.0
4324,5950000.0
21171,12930000.0
4656,35650922.0
20048,4076240.0
813,23964080.0
8792,9950000.0
9308,8000000.0
1425,10127000.0
1441,10664938.0
6062,6100000.0
3548,390000000.0
7952,59377500.0
16950,13500000.0
4040,8250000.0
13779,4010308.0
10198,6150000.0
5858,11534720.0
19339,17637434.0
7882,111430260.0
2392,108334975.0
19001,11000000.0
4875,8800000.0
5598,6900000.0
20061,8393600.0
15689,7830390.0
19905,18900000.0
171,5790000.0
21080,22500000.0
18829,29134700.0
8428,10947093.0
15802,125000000.0
789,20912500.0
6594,8954265.0
18437,5700000.0
2628,24000000.0
5288,4635800.0
17399,16300551.0
5441,6800000.0
22717,19990000.0
7771,27000000.0
8176,8880000.0
394,9123751.0
22282,7632667.0
4863,8600000.0
14946,11800000.0
1503,13888008.0
22190,16800000.0
3770,17244630.0
22794,8000000.0
512,49700000.0
882,35000000.0
4856,8500000.0
20840,10500000.0
2519,30500000.0
10571,120000000.0
19927,170000000.0
21035,9999999.0
18782,38900000.0
20569,40000000.0
14608,18000000.0
16241,36000000.0
12820,5486320.0
7021,13356000.0
24,13650000.0
6868,14760000.0
2978,27900000.0
9964,6467939.0
23030,196591354.0
2418,52500000.0
3617,8692500.0
14501,11400000.0
22529,10200000.0
6045,5900000.0
18155,6875852.0
17388,35700000.0
16000,10000000.0
2812,61243142.0
11742,12800000.0
22819,9550000.0
18588,10700000.0
13180,10085760.0
5389,6100000.0
292,7402846.0
6459,30684612.0
12363,7800000.0
13723,1500000.0
4829,11299999.0
5426,6600000.0
18662,47000000.0
579,15850000.0
22431,5350000.0
2468,928585500.0
20794,18250934.0
19528,5197400.0
11805,5850000.0
18897,9880200.0
7224,9500000.0
15552,12000000.0
1866,8280272.0
14097,4999999.0
354,8300180.0
17411,13900000.0
8548,13230520.0
613,33500000.0
6124,7270000.0
1309,102841000.0
8655,7150000.0
12174,9500000.0
10572,369391311.0
10812,4267680.0
12927,9300000.0
17761,7999000.0
191,6027440.0
14591,11388300.0
6990,10280000.0
14495,10140950.0
5415,6500000.0
7123,25785258.0
17378,53950000.0
20503,12855000.0
15784,87617982.0
9890,9500720.0
8021,115900000.0
11874,8800000.0
11120,236603585.0
21815,5750000.0
12664,10500000.0
5856,11320800.0
7948,12300000.0
11887,15140820.0
23266,56600000.0
8471,55000000.0
3902,17677808.0
21221,7350000.0
5644,10530000.0
9553,6100000.0
21490,16800000.0
21440,19500000.0
1933,10679088.0
634,20976424.0
13468,21500000.0
9701,4220000.0
3714,9300000.0
16298,7950000.0
19063,66900000.0
22031,9500000.0
2115,9495000.0
3962,7200000.0
14791,30895000.0
12496,6200000.0
20855,6300000.0
14734,14084600.0
6054,5998200.0
21134,17500000.0
12258,27504200.0
10837,7429600.0
10306,80203200.0
6055,6000000.0
20011,32248000.0
20264,7343740.0
2278,5700000.0
6502,9890687.0
11251,8408301.0
18103,7100000.0
6858,12439650.0
17548,18500000.0
14308,10529240.0
9700,3890000.0
22113,34503730.0
8590,28529401.0
10343,8200000.0
14121,8000000.0
8587,15851167.0
12302,7081800.0
18880,154878750.0
3233,31035000.0
14285,8403900.0
14873,5200000.0
15911,14501422.0
12388,18783856.0
213,6350000.0
5092,36300000.0
18396,16043274.0
12822,9608924.0
4569,15299370.0
11899,6500000.0
10018,9644400.0
20558,45000000.0
11368,15778410.0
9777,6900000.0
10230,22303300.0
16186,8800000.0
1289,40272372.0
2541,95000000.0
14601,7429200.0
7163,11700000.0
16193,9850000.0
2272,5400000.0
8179,5700000.0
10776,14011280.0
20127,9000000.0
12526,25450000.0
8662,7250000.0
1148,25224696.0
12468,7990000.0
22611,11890000.0
16337,32461800.0
12277,12539000.0
11173,10290000.0
5564,13100000.0
11445,12900000.0
18263,17740000.0
10281,75000000.0
20256,7012500.0
23208,5200000.0
23044,79990000.0
18587,20900000.0
9803,7200000.0
14254,7123065.0
14126,11090000.0
14250,6798000.0
8763,9300000.0
22040,63000000.0
15658,185050000.0
14314,11248700.0
20886,7200000.0
17480,16000000.0
17928,29500000.0
8146,83500000.0
2391,39900000.0
16990,6553600.0
11974,45000000.0
2627,24100000.0
15345,7290000.0
8956,14250000.0
22142,6500000.0
21900,7500000.0
19372,12145100.0
18551,20424649.0
22848,9039082.0
14967,39000000.0
21642,25752246.0
22532,7120000.0
10258,50163065.0
2777,88000000.0
17901,11463666.0
6230,5722108.0
5691,10250000.0
2927,10543600.0
9658,25499000.0
10014,9500440.0
4179,7436800.0
12312,7300000.0
7120,25633500.0
5505,7400000.0
4653,35077140.0
16695,8280780.0
10391,20035348.0
21309,8437780.0
21802,22500000.0
7446,17800000.0
11010,8900000.0
7624,21500000.0
4843,8300000.0
10089,16094280.0
22216,94244850.0
21962,10500000.0
3748,13143550.0
3763,16260300.0
10666,9426761.0
11389,10458600.0
10009,9000000.0
18012,10800000.0
17602,75000000.0
20793,18036662.0
4883,8900000.0
10714,19979100.0
11672,45000000.0
360,8462644.0
2917,10238098.0
18009,7376000.0
8407,7728048.0
3123,52619845.0
5427,6600000.0
10205,6200000.0
2899,9300000.0
4339,7300000.0
1239,12599250.0
784,20141780.0
6999,10867500.0
2806,44550000.0
1832,6896050.0
3237,33478548.0
7553,8200000.0
11228,25587447.0
7348,14394240.0
5295,43500000.0
18496,7300000.0
3586,5355000.0
20595,115349000.0
16748,6300000.0
3167,13115000.0
4092,9000000.0
20315,5000000.0
7381,18080202.0
18775,29484000.0
9836,7336874.0
10034,10550000.0
7295,10167269.0
19726,17748136.0
12055,13900000.0
19050,25300000.0
14871,4391613.0
19858,15500000.0
911,5118210.0
621,40280358.0
20161,10627432.0
19046,19500000.0
7786,35500000.0
14449,8500000.0
19512,13000000.0
18922,37000000.0
10284,96000000.0
11594,8670000.0
22204,47000000.0
21978,10300000.0
23256,29131600.0
15149,6950000.0
20686,13599300.0
2707,49000000.0
12920,7150000.0
19436,5750000.0
21976,8128000.0
22471,7373440.0
12117,14000000.0
720,11574360.0
22530,9500000.0
16121,11100000.0
5435,6650000.0
22143,13096435.0
17766,8200000.0
2536,59900000.0
21484,15522000.0
2798,145000000.0
6334,7729818.0
14162,8100000.0
4427,10650000.0
16020,49500000.0
391,9101640.0
11738,96900000.0
17530,9680000.0
19281,7474419.0
22527,45000000.0
6863,13000000.0
13480,15400000.0
17309,6793687.0
21742,6400000.0
20878,6700000.0
19979,6900000.0
10383,7100000.0
16419,50000000.0
23114,7400000.0
13243,266194510.0
14531,9400000.0
20289,8058859.0
7921,10159800.0
22194,23000000.0
22708,11924250.0
15373,19319048.0
10177,5900000.0
19756,5000000.0
3781,21101366.0
14143,11475000.0
7328,12300000.0
8131,75000000.0
10624,23012400.0
7565,10700000.0
4026,8000000.0
11421,13700000.0
7488,5900000.0
13929,30000000.0
10019,9710800.0
2227,3825000.0
5120,7832350.0
2419,63500000.0
17421,58913900.0
14997,7000000.0
18426,17194750.0
7483,6500000.0
6765,9290000.0
3952,7200000.0
3652,40000000.0
13106,10300000.0
16495,457105500.0
9340,8900000.0
22140,7000000.0
3704,7930404.0
691,10000000.0
21702,9700000.0
22335,5996300.0
12108,39154500.0
3953,7200000.0
6979,9800000.0
14380,11500000.0
21793,18900000.0
10071,13863100.0
21443,25000000.0
17981,12000000.0
20697,16100000.0
5321,20500000.0
10136,10500000.0
12097,38154652.0
5876,12392490.0
18010,7770000.0
2881,8541861.0
7974,37808800.0
967,7000000.0
18417,8850000.0
16252,6919425.0
1603,20555979.0
5786,8218490.0
14859,9850000.0
17377,28094620.0
13931,33000000.0
22337,6032900.0
1350,6844943.0
6568,39900000.0
21027,31100000.0
12044,9200000.0
22393,2500000.0
6966,8741295.0
12790,7850000.0
22697,9502860.0
22906,8150000.0
4187,10200000.0
8077,22500000.0
7109,23562036.0
22173,4827600.0
20726,20754886.0
7779,31000000.0
16036,12700000.0
6465,35000000.0
14294,9658152.0
22389,3172500.0
18770,5170600.0
10829,6249880.0
16013,15700000.0
16435,9648723.0
14566,18786000.0
21577,11749500.0
6908,54612000.0
4288,10500000.0
3354,69900000.0
21173,14364620.0
13154,5545080.0
18176,8366500.0
7344,13910644.0
2425,29750000.0
8683,7700000.0
9468,12600000.0
595,21000000.0
5400,6200000.0
1904,9466030.0
2735,58000000.0
3757,14600000.0
4314,5100000.0
4161,10400000.0
17428,30026440.0
12138,13246280.0
18231,229284445.0
17393,17770272.0
17391,13137024.0
14083,20416290.0
6748,7850000.0
21592,43497356.0
21612,9000000.0
3378,77900000.0
22277,5900000.0
5392,6150000.0
9113,13900000.0
17475,14539590.0
19669,18316751.0
1011,7999000.0
6867,14580650.0
13670,8850000.0
21374,7950000.0
822,25643120.0
14521,7000000.0
11224,16985337.0
21354,6400000.0
5058,12090060.0
16972,7700000.0
11792,12188410.0
11546,9142500.0
7077,18842451.0
5641,9945000.0
13392,5700000.0
8939,10890000.0
12763,9555734.0
10249,9800000.0
15375,21392016.0
22522,23450000.0
3837,5900000.0
313,7737192.0
1140,2451000.0
15768,45608666.0
18329,30001230.0
18363,5863000.0
11815,6800000.0
22453,22848000.0
16530,7500000.0
12894,6300000.0
16509,69000000.0
5661,15253100.0
9835,16879070.0
6220,5590000.0
6759,9100000.0
4057,8500000.0
14739,23500000.0
20270,7515897.0
10430,11500000.0
2834,185717100.0
15642,6200000.0
6566,38500000.0
22932,7600000.0
6401,9600000.0
8446,13356420.0
8244,149000000.0
14329,19033530.0
1110,39900000.0
1023,8000000.0
19038,5700000.0
9773,6850000.0
10960,16484174.0
3759,14900000.0
17935,14300000.0
18058,51993000.0
20737,5880000.0
12838,7349000.0
11319,27000000.0
14646,85926956.0
5788,8290800.0
18354,20900000.0
6651,18589485.0
15048,15000000.0
4263,7500000.0
6596,9205500.0
5447,6870000.0
8681,7500000.0
6173,12500000.0
4535,9600000.0
11591,22411000.0
850,38171280.0
10691,8000000.0
13587,11800000.0
11778,10000000.0
10161,5600000.0
13190,8699154.0
5091,35500000.0
15952,12296753.0
14013,41825000.0
19668,15200000.0
14238,6312640.0
20661,7500000.0
23057,19670384.0
8413,8711038.0
14277,8212102.0
19694,7950000.0
1555,16999999.0
3616,8499999.0
14537,9105030.0
21282,45000000.0
10688,17799760.0
19367,7904000.0
18751,8537070.0
10750,27728106.0
6753,8300000.0
8733,8650000.0
1610,20600000.0
19814,6500000.0
3638,13701600.0
310,7721537.0
19032,128536972.0
20779,12968417.0
19807,10500000.0
4833,8150000.0
13029,6550000.0
13887,27000000.0
7480,6400000.0
5353,41000000.0
22426,11000000.0
4746,6500000.0
17894,8500000.0
781,19529640.0
18953,10345200.0
21688,8300000.0
17718,7750000.0
10414,15362016.0
9666,84101653.0
22245,9600000.0
22590,28350000.0
21411,13100000.0
11663,53232842.0
17190,65000000.0
810,23085485.0
4220,5200000.0
7521,4350000.0
20455,8800000.0
8749,8950000.0
1109,39900000.0
11463,9797920.0
4001,7700000.0
15598,21870365.0
10958,14366882.0
17877,19617107.0
7371,16656192.0
17257,7500000.0
744,14086800.0
18627,6750000.0
15683,13430028.0
20410,9509070.0
1557,17000000.0
10647,12500000.0
9036,70000000.0
5901,13799999.0
15189,7550000.0
6170,6850000.0
6503,10032000.0
20804,7050000.0
12420,28000000.0
13022,8200000.0
17542,15000000.0
16600,7300000.0
4495,14900000.0
14788,28450000.0
13459,28000000.0
17136,8000000.0
5163,9072000.0
18976,18722153.0
12949,23703624.0
21780,12111348.0
18991,43500000.0
3873,6100000.0
7620,60900000.0
16525,10200000.0
3991,7500000.0
16659,8550000.0
1796,10750000.0
18450,6900000.0
3687,6800000.0
8217,59618300.0
17433,32499000.0
19475,8490000.0
12495,6170000.0
18700,4623270.0
6207,5125000.0
1779,24600179.0
2120,18500000.0
3386,79673957.0
2946,11300000.0
12507,8300000.0
21544,68250000.0
6477,8900000.0
12405,7656481.0
14146,14500000.0
21384,5200000.0
11289,12240000.0
20676,11900000.0
3419,89763265.0
868,87550000.0
11956,35359992.0
13736,6200000.0
3195,21300000.0
14756,6757107.0
21874,10966683.0
6002,16299999.0
4840,8399000.0
13904,11800000.0
8564,16950000.0
5587,6333460.0
10418,17586720.0
9403,10700000.0
1253,16392300.0
12904,9500000.0
7635,71900000.0
21068,11200000.0
8401,7100000.0
7429,14399000.0
273,7250250.0
907,4580000.0
654,7140000.0
22921,12300000.0
13748,6550000.0
7293,10033000.0
19776,12300000.0
21175,14500000.0
19508,8900000.0
23237,51822758.0
118,4692699.0
10791,14900000.0
8952,10360000.0
12492,5072800.0
2552,7523530.0
18439,19990000.0
1918,10071582.0
3708,8465110.0
5731,6087570.0
6555,41750000.0
5019,6920000.0
22131,6290000.0
9273,7300000.0
17420,41052980.0
15083,5114000.0
8791,10000000.0
22035,34700000.0
14371,8500000.0
13561,14952600.0
7794,43000000.0
18005,21969792.0
8511,5600000.0
5477,7170000.0
3700,7740161.0
17443,8270000.0
18874,48981100.0
3382,79000000.0
8904,25000000.0
14270,8019140.0
17938,20880000.0
12156,8623540.0
15252,15169000.0
6591,8600000.0
10361,16153920.0
13640,10700000.0
2436,105000000.0
16151,6580580.0
8156,92858550.0
2106,10500000.0
13338,14450000.0
15332,21976902.0
4940,10150000.0
19421,7600000.0
11242,22705000.0
3039,117620830.0
14738,19700000.0
19760,5100000.0
10870,9200000.0
8388,4600000.0
15807,146273760.0
13644,5100000.0
19833,9241520.0
4261,7300000.0
23161,5768400.0
344,8194419.0
20078,7100000.0
18126,3874709.0
17104,6850000.0
5069,16750000.0
13969,48194839.0
15662,79800000.0
8155,90000000.0
5105,15521090.0
11311,7537600.0
23154,5300000.0
12660,9308600.0
9567,9500000.0
20234,6309834.0
13447,9300000.0
6068,6100000.0
964,7000000.0
3430,99000000.0
4719,54500000.0
8066,14500000.0
11296,4902020.0
16156,6800000.0
9502,13999000.0
7536,5700000.0
4381,44038178.0
20777,12553720.0
20709,11733680.0
11063,27000000.0
3073,18599000.0
22112,33447944.0
5730,6030795.0
14336,12440483.0
9385,10000000.0
637,7738047.0
604,25500000.0
14865,8315750.0
7858,58500000.0
4480,98838640.0
17029,8142050.0
16074,6200000.0
17803,6721120.0
18284,15900000.0
15178,6463749.0
4333,6600000.0
9179,31000000.0
16499,61441658.0
10978,6790000.0
12381,5950000.0
16367,29960000.0
5153,4319640.0
323,7896000.0
20555,155000000.0
6446,22780696.0
15233,14400000.0
4734,6100000.0
7651,16500000.0
12543,10530374.0
21792,25000000.0
18689,7300000.0
17932,42500000.0
2556,8499992.0
12380,5850000.0
67,7611760.0
4133,9800000.0
19120,5484305.0
21096,3950000.0
22554,14402100.0
5070,17000000.0
912,5499000.0
7363,15500000.0
11029,9500000.0
21386,3000000.0
10690,27003373.0
20149,6366090.0
19967,20999000.0
776,18500000.0
22650,11900000.0
1957,11900000.0
4357,9450000.0
21810,3550000.0
19781,29015800.0
17765,8000000.0
13262,14603000.0
11590,6400000.0
3467,130700000.0
18696,8500000.0
5402,6200000.0
23102,7500000.0
1927,10499000.0
1970,12690000.0
13631,8170750.0
16516,5450000.0
20155,8100000.0
22075,8100000.0
12198,11500000.0
6526,18600000.0
4089,8990000.0
5819,9656721.0
2589,15000000.0
14842,6000000.0
17741,4900000.0
19162,6608295.0
12963,18700000.0
8475,20400000.0
21198,2250000.0
7971,282400000.0
7781,31700000.0
32,34999000.0
17624,11850000.0
9098,20835764.0
21106,17435000.0
15766,43000000.0
3010,21700000.0
13161,6150420.0
13603,6380290.0
19763,30800000.0
20911,5170600.0
11892,6550000.0
7298,10324220.0
16904,7900000.0
20139,4204003.0
15647,69133827.0
891,12800000.0
1198,7848000.0
9505,8193588.0
11095,10829000.0
19787,9850000.0
6235,5752726.0
15945,15500000.0
17088,10428000.0
12512,8800000.0
12651,6552617.0
10786,9747560.0
17566,8900000.0
21155,8500000.0
17562,5800000.0
9752,6500000.0
1128,27000000.0
16914,13100000.0
5846,10800000.0
2901,9500000.0
18893,60000000.0
17760,7900000.0
17098,16600000.0
5397,6200000.0
3212,35000000.0
15312,9100000.0
15082,3795000.0
730,12800000.0
7126,26219948.0
9636,17043654.0
288,7392680.0
15869,35000000.0
1167,10900000.0
14333,28000000.0
8234,19570000.0
16689,74900000.0
5667,18900000.0
9573,10200000.0
19541,6354280.0
7789,37000000.0
10558,11200000.0
22558,15390800.0
23167,6000000.0
10734,12131900.0
13131,18700000.0
22412,16500000.0
18259,6320000.0
7873,22000000.0
5577,5100000.0
6943,6950000.0
14872,4698000.0
14198,7450000.0
9412,6990000.0
23010,14500000.0
